"","MeanDecreaseGini"
"deepen",0.0535163795061951
"deeper",0.0188272604588393
"deepest",0.0664778773857721
"deepli",0.213722520339374
"default",0.0185535988025826
"defeat",0.167740676245076
"defen",0.605735128928657
"defenc",0
"defend",0.127268548910768
"defer",0.140493834707722
"defi",0
"deficit",0.0807037725835329
"defin",0.153376956800041
"definit",0.653793716733677
"degr",0.182637851781976
"del",0.026
"delay",0.474835802562773
"deleg",0.529972748249962
"delegitim",0.0049047619047619
"delet",0.127525713503929
"delib",0.0893274920244911
"deliv",0.568789603385848
"deliveri",0.242187663233879
"dem",0.0767342681076895
"demand",0.161084442714159
"demint",0.181482409135521
"democraci",0.493588084063844
"democrat",1.83418553485545
"demograph",0.009
"demonstr",0.265489232905568
"deni",0.320803787659621
"denial",0
"denigr",0
"denmark",0.0282289184940152
"denni",0.416494907706649
"denounc",0.0182642688859652
"denver",0.00166666666666667
"dep",1.68891912335031
"departur",0.19205267651586
"depend",0.113181648093504
"depict",0.0407060277275467
"deplor",0.00910037878787879
"deploy",0.147044739462451
"depress",0
"dept",2.20208797330504
"depth",0.0210674603174603
"deputi",1.11144997468589
"der",0.00744387260386361
"derail",0.0571864622739625
"derek",0.513835429992608
"descend",0.0531074489578447
"describ",0.341465494352422
"descript",0.00928571428571429
"desert",0.008
"deserv",0.0564267306615676
"design",0.0146666666666667
"desir",0.305662823008484
"desk",0.334278083700007
"desper",0.252134685394775
"despit",0.188802384115472
"destin",0.0301639435337855
"destroy",0.182485021519721
"destruct",0.0300751915708812
"detail",1.23410085906322
"detain",0.150504808367909
"detect",0.0200839598997494
"detent",0.147250074915512
"deterior",0.0604391974050766
"determin",0.381676110967348
"deterr",0.00531666666666664
"devast",0.245097690573006
"develop",1.73883624120404
"devic",0.127731569714487
"devolut",0.171859249596127
"devolv",0.0392083925180729
"devot",0.0553161586541682
"deyo",0.110813348933626
"dhs",0
"dialogu",0.296988510095524
"dian",0.0267697949221457
"diaspora",0.00712057112638817
"dick",0.177300910597204
"dictat",0.0549728806907378
"didnt",0.698157611841665
"die",0.573835142642938
"differ",0.824888810675483
"difficult",0.580518085277383
"difficulti",0.0752896229558021
"dig",0.278176754062685
"digit",0.0313311965811956
"digniti",0
"dilema",0
"dilemma",0
"dilig",0.0362705690377353
"dimen",0.038447380911646
"diminish",0.0297875004280383
"dine",0.00886029411764706
"dinner",1.00578661110798
"dip",0.0497666477218387
"diplomaci",0.279577055184173
"diplomat",0.487808975940073
"dire",0.005
"direct",1.25952603542551
"director",1.55452166207568
"dirksen",0.0231924555321073
"disabl",0
"disagr",0.207678081030432
"disappear",0.0181059685579445
"disappoint",0
"disapprov",0.00958333333333338
"disarm",0.0201363205310574
"disarma",0.116694818542417
"disast",0.0975396177503719
"disastr",0.0531770742703109
"disc",0.0110940803382664
"disciplin",0.00583333333333333
"disclaim",0.0443568799621431
"disclo",0.224995447362462
"disclosur",0.114709413602185
"disconnect",0.0167035056446821
"discourag",0.0653360477844636
"discov",0.093878188782811
"discredit",0
"discrimin",0.00254636989931107
"discuss",3.08000506745042
"disdain",0.0794941352171704
"disea",0.0455739666340334
"disgui",0.0131430976430976
"disgust",0.0376853770570898
"dismiss",0.0946611509558492
"dispatch",0.0540761952508275
"disper",0.00433333333333334
"displac",0.0322235644257704
"display",0.00907142857142858
"disproport",0
"disput",0.259240301333034
"disregard",0.0441535586257926
"disrupt",0.14144940288479
"dissemin",0.0807218247229417
"dissent",0.0378578041898671
"dissid",0.168824556898124
"dissolv",0.017845150973058
"distanc",0.0179801587301588
"distant",0
"distinct",0.105483899761785
"distinguish",0.0347733965381024
"distort",0.00791666666666667
"distract",0
"distribut",0.259232828437465
"district",0.0882502326622882
"distrust",0.0339276021711367
"disturb",0.0496849143503555
"diver",0.0301388888888889
"divi",0.149904465463206
"divid",0.183040290330476
"dmitri",0.0598408192889978
"dni",0.0721573276125991
"dobson",0
"doctor",0.36546461684645
"doctrin",0.00666666666666667
"document",0.661400854687844
"documentari",0.0314786967418545
"docx",1.24875933481751
"dod",0.114081200135315
"dodd",0.127243856963601
"doesnt",0.547832683574958
"dog",0.0906215793934148
"doha",0.0859250042056025
"doherti",0
"dollar",0.235596854872636
"domest",0.157665112158818
"domin",0.0443451611517543
"domingo",0.0616290417589428
"dominican",0.0156798589341693
"don",0.202452699270774
"donald",0.0221515151515152
"donat",0.341404247165431
"done",1.30093178271929
"donilon",0.300705108649114
"donor",0.62734703604496
"dont",1.26589868897443
"doom",0
"doomsday",0
"door",0.238870386156502
"dorothi",0.0128948103270237
"dos",1.28806674438396
"doubl",0.144271576986941
"doubt",0.385628003266692
"doug",0.303450879981332
"dougla",0.0414214986595658
"dowd",0.00966666666666667
"down",0.59408276212103
"download",0.17570942908526
"dozen",0.0685600112499236
"dprk",0.114255619497919
"dprks",0.0075
"draft",2.61920634541715
"drag",0.00868506493506494
"drama",0
"dramat",0.0668886206146162
"drastic",0.00928571428571408
"draw",0.0664246794289467
"drawn",0.0144098557692308
"dream",0.0496846492081792
"dress",0.005
"drew",0.0243236714975845
"dri",0.0374165785310224
"drift",0
"drill",0.0679689636308508
"drink",0.0315652173913043
"drive",0.304300474635507
"driven",0.0392129569543594
"driver",0.00950877192982456
"drl",0.0215441176470588
"drone",0.0314079365079365
"drop",0.391328477228099
"dropbi",0.177370703663349
"drought",0
"drove",0.0257916666666666
"drucker",0
"drug",0.0688063723451534
"drum",0
"dubai",0.232598798096749
"duck",0.0341755826878729
"due",0.565101672828332
"dump",0.0378262385762386
"dunn",0
"dup",1.09232852079816
"durban",0.0231111111111111
"durbin",0.0190888985615388
"dutch",0.186460785448383
"duti",0.324112002715232
"dynam",0.0348710791728275
"dysfunct",0.0144055944055944
"eager",0.127345413071601
"eap",0.454697345074728
"ear",1.07961673203331
"earlier",0.708613604713614
"earliest",0.0503152173913043
"earn",0.0296142191142191
"earnest",0
"earth",0.0413767572807524
"earthquak",0.29484813697247
"easi",0.260226154349588
"easier",0.0850721374142426
"easili",0.134821955009712
"east",0.852901047324802
"eastern",0.556239153252812
"eca",0.057655818175358
"echo",0.0658924012155279
"econom",0.399355390071553
"economi",0.328124056455893
"economist",0
"ecuador",0.101774096092085
"edg",0.0296085115864528
"edinburgh",0
"edit",0.345070252424525
"editor",0.0196217948717949
"editori",0.22867093733705
"edt",0.452505405771925
"educ",0.490392524302071
"edward",0.103902122984884
"eeb",0.06243123358425
"effect",0.65935412188549
"effici",0.0192090909090909
"effort",0.891582882975418
"egypt",0.301753948037161
"egyptian",0.362431159870849
"ehud",0.0185396825396826
"eid",0.0967329474092287
"eight",0.0896192661104407
"eikenberri",0.716324758506496
"einhorn",0.194484996415892
"eisenhow",0.0135663082437276
"either",0.831716051882528
"elabor",0.0917195590000676
"elder",0.0958281068122956
"elect",2.03497383279563
"elector",0.0974808633908708
"electr",0.0177857142857143
"electron",0.145691419979448
"element",0.142358114072551
"elev",0.0210329065329065
"eli",0
"elig",0.0412391709776578
"elimin",0.0402169432916969
"elit",0.0575010676220729
"elizabeth",0.261063972735275
"elkeib",0.0658067632850242
"ellen",0.697718366548947
"eloqu",0
"elsewh",0.11495244217527
"email",6.18004913198694
"emanuel",0.0441247654784239
"emb",0.0131666666666667
"embarrass",0.125322493841766
"embassi",1.07498586714272
"embolden",0.0332920636950173
"embrac",0.0578529914529914
"emerg",0.217078409949107
"emir",0.0867745746325798
"emiss",0.0260898648463415
"emitt",0.0318731546231546
"emot",0.0731400645086435
"empathi",0
"empey",0.183166252333933
"empha",0.137352516794683
"emphasi",0.0341666666666667
"empir",0.0191190476190476
"employ",0.232262240005512
"empow",0.0337896825396822
"empti",0.0754647392123133
"enabl",0.0575999917786821
"enact",0.111663373906813
"enclo",0.01725
"encount",0.0378304473304473
"encourag",0.579384544527773
"end",1.4098735486073
"endang",0.0492440563468789
"endeavor",0.0320730769230769
"endless",0.00625
"endor",0.243580950125553
"endur",0.090372877122877
"enemi",0.0889116336857323
"energi",0.11803791496689
"enforc",0.0329836956521739
"engag",0.359169426804844
"engin",0.0817055234221861
"england",0.00863636363636363
"english",0.0292879310344827
"enhanc",0.129992828444595
"eni",0.0263656730956679
"enjoy",0.361460128245309
"enlist",0.0610902237803082
"enorm",0.145192683604888
"enough",0.465185439514255
"enrich",0.200868270270491
"enrol",0
"ensur",0.522438543585866
"enter",0.458294503641626
"enterpri",0.0886334302236032
"entertain",0.00829166666666667
"enthusiasm",0
"enthusiast",0.0343064380233796
"entir",0.284956366428645
"entiti",0.0918103668636206
"entitl",0.0651215794453631
"entrench",0.063133472684428
"entrepreneur",0.0291648771367393
"entri",0.110574738598556
"envelop",0.0201388888888888
"envi",0.00832367149758454
"environ",0.172849487530193
"envoy",0.386135071852549
"epic",0.005
"episod",0.0746224370786403
"equal",0.175181504473217
"equat",0.0403148962148962
"equip",0.079151236765404
"equiti",0.0280535102520836
"equiv",0.00711111111111111
"era",0.0822304838019124
"erdogan",0.0788063127024548
"erekat",0.154634389309459
"eric",0.576402574377296
"erica",0.186064581146827
"error",0.182992386870867
"erupt",0.0926197505867516
"escal",0.0195869990224829
"escap",0.0165811457174638
"esp",0.0312784375284375
"especi",0.411967527976477
"espinosa",0.111263890164867
"essay",0.0435172689088073
"essenc",0
"essenti",0.249463825676257
"est",0.311400578175664
"establish",0.2354792216306
"estat",0.0221334510585082
"esther",0.501965043234215
"estim",0.137528188353873
"eta",0.204316013507728
"etc",0.720232081763344
"ethic",0.0161525875190258
"ethiopia",0.0211939315165122
"ethnic",0.0870154978105931
"eur",0.419648834677646
"euro",0.169997481237857
"europ",0.411506140848989
"european",0.538093185787181
"evacu",0.168894739688128
"evalu",0.0782842957695897
"evan",0.110425754949373
"evangel",0.073122106202322
"eve",0.0607655337064449
"even",2.18581021967367
"event",0.817592483193014
"eventu",0.0932349361181398
"ever",0.433750629332398
"everi",0.298314979116414
"everybodi",0.232274553217635
"everyday",0
"everyon",0.358708486295198
"everyth",0.313320318086825
"everywh",0.0526987025426681
"evid",0.422534892521483
"evil",0.00912944582299417
"evolv",0.0338998086851692
"exact",0.143678544367042
"examin",0.0805950084748016
"exampl",0.325143513791181
"exasp",0.0472698412698418
"exceed",0.0364157854752664
"excel",0.150256308726489
"except",0.120936967575661
"excerpt",0.0696889821701029
"excess",0
"exchang",0.227551011752403
"excit",0.240377665965101
"exclud",0.173185577140666
"exclus",0.150446414343924
"excus",0.14954909081115
"execut",0.440969082555969
"exempt",0.0233611111111111
"exerci",0.0942153772514204
"exert",0.0102380952380952
"exhibit",0
"exil",0.0226989541644641
"exist",0.0671225745711429
"exit",0.0307914960146418
"expan",0.0376624433845014
"expand",0.175845655799612
"expect",0.81499533571276
"expen",0.0423128466050544
"experi",0.243763829542148
"experienc",0.0389282051282047
"expert",0.186399730810413
"experti",0.0312766053391054
"expir",0.0099375
"explain",0.555672395473006
"explan",0
"explicit",0.0311820728291316
"explo",0.0814788236506642
"explod",0.131441890867189
"exploit",0.0870973668598856
"explor",0.126862051828019
"expo",0.215124915413247
"export",0.0448359314005701
"express",0.500626042049509
"expul",0.0157048529794431
"exten",0.154238490098272
"extend",0.272867303089408
"extent",0.266521442964597
"extern",0.10890725977661
"extra",0.204895834007233
"extract",0.0393528138528139
"extraordinari",0.042181847909732
"extrem",0.13004871137715
"extremist",0.0380834532369936
"eye",0.119746927334817
"ezra",0.0379881562881563
"face",0.419992645835649
"facebook",0.129711809396593
"facil",0.0373432760364004
"facilit",0.101418399174464
"fact",0.970596423418652
"faction",0.0401222406349078
"facto",0.175561738758015
"factor",0.162111247871429
"faculti",0
"fade",0.005
"fail",0.494523057821508
"failur",0.0713669186345721
"fair",0.461040314955121
"faith",0.115317515131223
"fal",0.0478381932532876
"fall",0.36017863744101
"fallen",0.103138658455655
"famili",0.737343266144289
"familiar",0.0645936442256459
"famous",0.0258999640722342
"fan",0.158291577943342
"fantast",0.0704542747873149
"far",1.11529530665187
"farm",0.0762447921385619
"farmer",0.0876587795204868
"farright",0
"fashion",0.0592396363663067
"fast",0.051937995365112
"faster",0.0226355268311791
"fatah",0.005
"fatal",0.0432813708267101
"fate",0.0545113931906311
"father",0.231772680433641
"fattal",0.00175
"fault",0.00666666666666667
"favor",0.264305175788138
"favorit",0.008
"favour",0.0182495164410058
"fax",1.67867394963947
"fayyad",0.0918994795359564
"fbi",0.0380538231521344
"fear",0.403301814675976
"featur",0.0439232799720604
"feb",1.70251493332765
"februari",2.6752249410253
"fed",0.03392854567741
"feder",0.14279906945268
"federalist",0.0249064536472573
"fee",0.00799999999999998
"feed",0.0880600039883953
"feedback",0.120801356091197
"feel",0.863255828242908
"feet",0.0560235683689727
"fein",0.0510077567361487
"feingold",0.0455663197814422
"feinstein",0.0507636461006776
"fell",0.324261151491634
"fellow",0.119399382726632
"fellowship",0.00902448979591839
"felt",0.203107902143945
"feltman",1.46232806494783
"femal",0.00339285714285714
"fernandez",0.0736128609876227
"festiv",0
"fewer",0.008
"field",0.127987895730795
"fierc",0.0103991596638656
"fifth",0.0741234124467284
"fifti",0
"fig",0.0525976962611012
"fight",0.203688149426162
"fighter",0.0757152536218802
"figur",0.548728589306198
"file",0.559376766949439
"filibust",0
"fill",0.408347639112896
"film",0.155335515386269
"final",1.00021773415343
"financ",0.344833089003254
"find",1.36856231764457
"fine",0.440303324969869
"finger",0.12438929277253
"finish",0.539852629113428
"finland",0.0329262255979475
"fire",0.651253008032757
"firm",0.423087538616064
"first",2.20939077606492
"firsthand",0
"fiscal",0.0225320801697979
"fish",0.0499288080842227
"fisher",0
"fit",0.161926228822701
"five",0.294573539111398
"fix",0.562430326653415
"flag",1.18132041182876
"flat",0
"flaw",0
"fled",0.0275882442054234
"flee",0.0234722222222222
"flew",0.0359879444526556
"flexibl",0.0679731356392098
"fli",0.25113049182332
"flight",0.294412154445165
"float",0.0573816121536753
"flood",0.227064074239209
"floor",1.67098673068425
"florida",0.040711092757768
"flotilla",0.523789221564266
"flourish",0.0234206512042819
"flow",0.133968054490529
"flown",0.0403472976567877
"fma",0.0253634085213033
"fmr",0.397473555643975
"fms",0.0469782554668712
"focus",0.52893390526656
"foe",0.115933097052199
"foggi",0.0189611796331436
"foia",1.28262680898042
"folder",0.415986791452661
"folk",0.835142211100998
"follow",2.35793269111297
"followup",0.947190554411401
"fonmin",0.0633809266260918
"food",0.349473977908136
"foolish",0.0270078088578088
"foot",0
"footag",0.0158974358974359
"forc",0.87354738562839
"ford",0.0212423586008544
"foreign",1.45204150933389
"foreignpolici",0.0707143272374983
"forest",0.00899460188933873
"forev",0
"forg",0.0511043956043956
"forget",0.123239938453853
"forgotten",0.0508896861639939
"form",0.326522464096722
"formal",0.313067162605679
"format",0.133006720870805
"former",1.20034737408746
"formid",0.0689635313285854
"formula",0.0221001683501683
"fort",0.0886671782483345
"forth",0.157532835641905
"forthcom",0.433461056180699
"fortun",0.0507228862805316
"forum",0.107659148347522
"forward",1.61110559209459
"foster",0.112020221948982
"fought",0.0450644453585625
"found",0.319540740425756
"foundat",0.290592842238282
"founder",0.11015530989503
"four",0.313843715190444
"fourstar",0.00849637681159422
"fourth",0.0931305053363932
"fox",0.0677521160773861
"fragil",0.0290262147323428
"frame",0.503060693317836
"framer",0.0570199630295698
"framework",0.0828652258689024
"franc",0.366733971454166
"franci",0.0387643121881682
"francisco",0.105125418393421
"frank",0.383249881561452
"franklin",0.103631945099272
"frattini",0.0246497584541063
"fraud",0.0739831986044723
"fred",0.07152831399464
"free",0.443043225415351
"freed",0.0163236116824352
"freedom",0.315639795305285
"freeli",0.105892812015068
"freeman",0.00855
"freez",0.150843992860187
"french",0.441934781467497
"frequent",0.198717232788675
"fresh",0.117368802250381
"fri",2.28030261023267
"friday",9.10340067521788
"friedman",0.079920367697823
"friend",0.623585932671896
"friendship",0.0230391534391534
"frighten",0.0379806982902452
"fring",0
"front",0.440594286373537
"fruit",0.0232899659863946
"frustrat",0.133472612934865
"fuel",0.0834937257423585
"fulfil",0.129476182841107
"fulli",0.164570159086937
"fulltim",0.0501539049096784
"fun",0.150852230646786
"function.",0.242495098424934
"fund",0.635374153420854
"fundament",0.0596847041847041
"fundamentalist",0.0158333333333333
"fundrai",0.0710825122564887
"funer",0.148112989579304
"funni",0.100026838710122
"furious",0.0473783114299647
"futur",0.532973441529295
"fvv",0.130123350855509
"fwd",0.080248905122031
"fyi",38.2519564987705
"gaddafi",0.0133784271284271
"gadhafi",0
"gain",0.332857635224532
"gala",0
"galleri",0.0196315789473684
"gallup",0.0290743142829584
"galvan",0.0948013385840786
"game",0.120872241141502
"gang",0.0338615546615547
"gao",0.0233014969428635
"gap",0.0982470984211776
"garcia",0.0273697618132229
"gari",0.00109090909090909
"garner",0.0391133427629429
"garrard",0
"gas",0.0887002776349193
"gase",0
"gate",0.249705946269167
"gather",0.351640569013148
"gave",0.876287322567085
"gay",0.338346364206778
"gaza",0.248496836593472
"gdp",0.0895455754844845
"gear",0
"geithner",0.150004374237345
"gelb",0.0240700280112045
"gen",0.480446333190175
"gender",0.068251996040425
"gene",0.0496366396303854
"general",1.05990720724505
"generat",0.158762058888843
"generic",0.096681483550127
"generous",0
"geneva",0.173372021458825
"genocid",0.0322541434396137
"genuin",0.0239048819864174
"georg",0.53982528311548
"georgetown",0.128056873288396
"georgia",0.229333095603794
"gephardt",0
"gerald",0.060532986601819
"german",0.247291269911828
"germani",0.265782036967149
"gerri",0.130104837253782
"gestur",0.104756137295159
"get",3.8316601899465
"ghana",0.026745873015873
"gheit",0.0788861638728003
"giant",0.00941176470588236
"gibb",0.186579211894921
"gift",0.0252873376623376
"gilani",0.0382469385462308
"gillibrand",0
"gingrich",0.044648773223338
"girl",0.102600235287966
"give",1.67060478919312
"given",1.27117907582361
"glad",0.254437724560106
"glen",0
"glenn",0.00666666666666667
"glickman",0.0880508346936399
"global",2.84961847161599
"globe",0.0540836461717823
"gmt",0.237935268025406
"gnc",0
"goal",0.539316916645193
"god",0.0446556125582687
"goe",0.172379050482566
"goh",0.0718175458300084
"goi",0
"goldberg",0.200984154508559
"golden",0.01832868757259
"goldman",0.16913104612427
"goldston",0.0992072635674412
"golf",0.0154901960784314
"goma",0.00648410544679202
"gome",0.462837341609326
"gomorrah",0.0211781731472807
"gone",0.27419700615253
"gonzalez",0.0606146269044928
"good",3.88151754373914
"goodwil",0.0755044140390669
"googl",0.101586680093532
"gop",0.0980260352492592
"gordon",3.7037363417216
"gore",0.0377453991765049
"got",1.42994582223187
"gotten",0.312824079187734
"gov",0.0525554655409006
"govern",1.83366379053029
"governor",0.184102566275716
"govt",0.591099215477175
"grab",0.0118333333333333
"graduat",0.0693301442667536
"graham",0.1146623038597
"grand",0.0235151515151515
"grant",0.323896601227379
"graph",0
"grasp",0.00675724637681159
"grassroot",0
"grate",0.288387247824314
"gration",0.130298046385617
"gratitud",0.201515795461191
"grave",0.108410801234144
"great",1.58084817043729
"greater",0.190402927535166
"greatest",0.0262226491114469
"greec",0.26323890199659
"greek",0.101116524656541
"green",0.321091226414592
"greenhous",0.0420506306087798
"greet",0.152711375869452
"greg",0.392501117883988
"gregg",0.520997883344664
"gregori",0
"grew",0
"grid",2.84295152871609
"griev",0.121884328338378
"grim",0.0487403070557428
"ground",0.782456940028517
"group",1.38042751177497
"grow",0.189392659138806
"grown",0.0392540030937748
"growth",0.204687054037265
"grudg",0.00553030303030303
"guantanamo",0.0231804435483871
"guarant",0.147478887915082
"guard",0.0730893814742115
"guardian",0.6848383513579
"guardiancouk",0.00728571428571429
"guerrilla",0.0127669133192389
"guess",0.0771546978203325
"guest",0.053294737408399
"guid",0.063735309493264
"guidanc",1.43338104186766
"guilti",0.0769734681638395
"guinea",0.145306530411308
"gul",0.0186510128913443
"gulf",0.0546329676071054
"gun",0.005
"gunmen",0.0179947422228713
"gut",0
"guy",0.290430629462956
"haaretz",0.0292013888888889
"hadnt",0.174489288783535
"haftar",0.00896551724137931
"hage",0
"hagu",0.217054446570692
"hail",0.0455174219645037
"hair",0.0213686079082796
"haiti",9.21568208806866
"haitian",1.92432670866266
"haji",0.012
"hakim",0.113489221077446
"half",0.279757412891714
"hall",0.25494561036644
"halperin",0.0502712264412517
"halt",0.143220449848342
"hama",0.130094663983248
"hamid",0.0324662004662005
"hammer",0.0374641058421868
"hamper",0.0121976506639428
"hand",0.326970299494762
"handheld",0.067640576580173
"handl",0.568104443641402
"handov",0.0100833333333333
"hang",0.0741836626573234
"happen",1.04729003911671
"happi",2.87959581199372
"har",0.0231111917999169
"harbor",0.0152849002849003
"hard",0.769044141744702
"harder",0.0866684404732938
"hardest",0.0239250683526999
"hardlin",0.0970889647779013
"hariri",0.0288304424221149
"harkin",0.043482275976568
"harm",0.01125
"harold",0.494651612730548
"harri",0.0520731824066125
"harsh",0.040034722222222
"harvard",0.0106547619047619
"hasnt",0.36214706381111
"hassan",0.0986421899004014
"hate",0.025927899686521
"hatr",0.00666666666666667
"haven",0.0323349063349059
"havent",0.691578881631553
"hbj",0.12785590688706
"head",1.000830053411
"headlin",0.263131108315559
"headquart",0.0703520629983281
"heal",0.0151212751212753
"health",0.631410553039518
"healthcar",0.0232709072206258
"healthi",0.151826050801053
"hear",1.58439333867214
"heard",0.72109623192923
"heart",0.482809951944323
"heartfelt",0.0190398499312005
"heat",0.0731335908623975
"heather",0.282669681077708
"heavi",0.156118665848407
"heavili",0.0310759068517689
"hebrew",0.0186596119929454
"hector",0.075592507071873
"hed",0.207178498802347
"heel",0
"hefter",0
"height",0.135708972411742
"heighten",5e-04
"heir",0.0132445074415308
"held",0.471219677953791
"helicopt",0.0274651858962765
"hell",0.187096314488551
"hello",0.189373884734144
"helm",0.0202941176470588
"helmand",0.0392620646727131
"help",2.64772441006671
"hemisph",0.109649805863193
"henc",0.0291573183760683
"henri",0.0829562976668234
"herald",0.0587373362679644
"here",0.292333889578514
"heritag",0.00877922077922079
"hero",0.0843893479986799
"hes",1.76424593778047
"hesit",0.148411689532369
"hey",0.200915510669569
"heyman",0.0163215574546428
"hezbollah",0.00941632653061223
"hidden",0.0245183406037945
"hide",0.0223062834601296
"high",1.15296383696292
"higher",0.0437034724585148
"highest",0.0804482229745997
"highlevel",0.0274149991620583
"highlight",0.228015757177577
"highprofil",0.0391642511447355
"hijack",0.0280714089358193
"hiker",0.0472712585034014
"hilari",0.175618267784846
"hill",0.378741953432527
"hillari",2.55303022747856
"hillsborough",0.142042242159795
"hint",0
"hire",0.123406097603171
"histor",0.160194043183679
"histori",0.285546601486154
"historian",0.0126320346320346
"hit",0.185315401874714
"hitler",0
"hiv",0
"hoagland",0.0144792792792793
"holbrook",2.97929247615414
"hold",1.71697273368584
"holder",0.0463043368777906
"hole",0.00857142857142857
"holi",0.0558487707019804
"holiday",0.145381293740175
"holocaust",0.005
"home",1.30547307679314
"homeland",0.0165109427609428
"homosexu",0.136056770248086
"hondura",0.79006024436555
"honduran",0.221155745826955
"honest",0.0173014571948998
"honesti",0.0284866221741222
"hongju",0.0452684915453976
"honor",0.36829235702564
"hoover",0
"hope",1.39752859655073
"hor",0
"horizon",0.008
"hormat",0.0417610171691054
"horribl",0.0272447618997636
"hosni",0.0378794997693563
"hospit",0.415755288794612
"host",0.352038511940476
"hostag",0.00909090909090909
"hostil",0.118455339351187
"hot",0.0528043610862255
"hotel",0.491486316987152
"hour",1.12019162991785
"hous",2.58010880566212
"houston",0.0445701988832851
"howard",0.306639544081898
"howev",0.373119471153701
"hrc",1.54321729168229
"hrcs",0.0314001299775493
"hstategov",9.98100715256077
"html",0.0135164835164832
"huckab",0
"huffington",0.031949806949807
"huge",0.345750938475805
"hugo",0.153228860407575
"huma",6.607701615761
"human",1.581217350222
"humanitarian",0.451524818372205
"humili",0
"hundr",0.0392540266106443
"hung",0.0481162418662417
"hungarian",0.0531910038414707
"hunger",0.0194685314685315
"hungri",0.0506290103465883
"hunt",0.00976190476190482
"huntsman",0.0414995846489147
"hurrican",0.0415908538146441
"hurt",0.0397650823770371
"husband",0.106226506159264
"hussain",0.00991071428571429
"hussein",0.017751582278481
"hutchison",0.04413245584544
"iaea",0.150355014466927
"ian",0.224576655604198
"ibrahim",0.162598833050329
"idb",0.0760182818977077
"idea",0.770563590217431
"ideal",0.0909922952785272
"ident",0.0983379915671971
"identifi",0.280935178774254
"ideolog",0.0237582194493959
"idf",0.0211559340116091
"ignatius",0.282956973760792
"ignor",0.0973249246668365
"iii",0.965218378665097
"iip",0.0190622487110425
"ill",2.62004574963503
"illeg",0.100781735240049
"illegitim",0
"illus",0.0163677536231884
"illustr",0.0508091231635928
"imag",0.157291675080008
"imagin",0.107579863209937
"imam",0.0146264840182648
"imf",0.0186514037433156
"immedi",0.878768770571955
"immen",0.0467051883106736
"immigr",0.2402590697671
"immin",0.0770835976248859
"immun",0.0165424836601307
"imp",0.00888888888888889
"impact",0.199573169055676
"impass",0.008
"impati",0
"impeach",0.016885323063757
"imper",0.0541300589041624
"implement",0.42295951577705
"impli",0.015327468230694
"implic",0.0839163764759022
"impo",0.273592788413845
"import",2.36203102304685
"imposit",0.0612897778836629
"imposs",0.0877309662679699
"impot",0.0917550811048545
"impoverish",0
"impress",0.295772912335127
"imprison",0.029902360939776
"improv",0.615794574285137
"inabl",0.017909356725146
"inadequ",0
"inadvert",0.000329411764705867
"inappropri",0.0332924448584441
"inaugur",0.0705524764221509
"inc",0.0564240730030203
"incent",0.051606829161177
"incid",0.178878703209072
"incit",0.0954366980280263
"inclin",0.0293771316074687
"includ",2.24632732442842
"inclus",0.106049793452418
"incom",0.0143269230769231
"incompet",0
"incorpor",0.24775511517451
"incr",0.281591599840378
"increa",0.309111038144699
"incumb",0.0303333333333333
"ind",0.262974645577729
"independ",0.659464346501179
"india",0.490411175680287
"indian",0.239998439199268
"indiana",0.00805533279871693
"indic",0.436045405844935
"indict",0.0162561274509804
"indiff",0.0256703296703297
"indign",0
"indirect",0.0658408638316638
"individu",0.328980494339938
"indonesia",0.262600660166284
"indonesian",0.00149829924369613
"industri",0.0723041716228681
"ineffect",0.0290671614100185
"ineffici",0.00888235294117647
"inevit",0.338316065901293
"infect",0.00892307692307691
"inflat",0.0259074259074259
"influenc",0.275922365124461
"influenti",0.0567989009162987
"info",1.04865161938783
"inform",3.73507064793974
"infrastructur",0.120948240729007
"inher",0.0176470588235294
"inherit",0.00952380952380952
"initi",0.477028592230343
"injur",0.187694983875834
"injuri",0.0963626164500113
"inl",0.0207766367968509
"inner",0.167100316716189
"innoc",0.0324371516164995
"innov",0.104825996195611
"input",0
"inquir",0.0422537946835377
"inquiri",0.156982750069871
"inr",0.335848328676407
"insecur",0.0514401744187068
"insert",0.0113070175438596
"insid",0.297757657778116
"insidersout",0.00857142857142857
"insight",0.0786218039641058
"insist",0.188751598303802
"inspect",0.0260476190476191
"inspector",0.00884727537816659
"inspir",0.105261228664547
"instabl",0.0653865088627432
"instal",0.0141989164951922
"instanc",0.212507988506967
"instant",0
"instead",0.44538764574866
"instinct",0.0601136343820964
"institut",0.196702726936395
"instruct",0.0941203590498879
"instrument",0.0331486375381725
"insuffici",0.00806517178075005
"insult",0.261386253382722
"insulza",0.230234063143219
"insur",0.126660593117844
"insurg",0.143186132356428
"integr",0.134745592029922
"intel",0.0761363248496246
"intellectu",0.0493502222183056
"intellig",0.164963012796338
"inten",0.131725679012957
"intend",0.413212883289556
"intensifi",0.0628567983413837
"intent",0.163065590549812
"inter",0.0361879844961236
"interact",0.0322495059726631
"interag",0.103265651665033
"interamerican",0.077787756905404
"intercontin",0.00738095238095238
"interest",1.60372974750151
"interf",0.0658309081028602
"interim",0.117886958644605
"interior",0.166226951311277
"interlocutor",0.0151574560049398
"intermitt",0.258931324867652
"intern",2.15110247873287
"internet",0.211947865684931
"interpol",0.0282924737970306
"interpret",0.0935968013255507
